 Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
30B;35;72401;72600;31488;32197;30375;30375;33132;33132
30B;35;72601;72800;31614;32317;30501;30501;33252;33252
30B;35;72801;73000;31740;32437;30627;30627;33372;33372
30B;35;73001;73200;31866;32557;30753;30753;33492;33492
30B;35;73201;73400;31992;32677;30879;30879;33612;33612
30B;35;73401;73600;32118;32797;31005;31005;33732;33732
30B;35;73601;73800;32244;32917;31131;31131;33852;33852
30B;35;73801;74000;32370;33037;31257;31257;33972;33972
30B;35;74001;74200;32496;33157;31383;31383;34092;34092
30B;35;74201;74400;32622;33277;31509;31509;34212;34212
30B;35;74401;74600;32748;33397;31635;31635;34332;34332
30B;35;74601;74800;32874;33517;31761;31761;34452;34452
30B;35;74801;75000;33000;33637;31887;31887;34572;34572
30B;35;75001;75200;33126;33757;32013;32013;34692;34692
30B;35;75201;75400;33252;33877;32139;32139;34812;34812
30B;35;75401;75600;33378;33997;32265;32265;34932;34932
30B;35;75601;75800;33504;34117;32391;32391;35052;35052
30B;35;75801;76000;33630;34237;32517;32517;35172;35172
30B;35;76001;76200;33756;34357;32643;32643;35292;35292
30B;35;76201;76400;33882;34477;32769;32769;35412;35412
30B;35;76401;76600;34008;34597;32895;32895;35532;35532
30B;35;76601;76800;34134;34717;33021;33021;35652;35652
30B;35;76801;77000;34260;34837;33147;33147;35772;35772
30B;35;77001;77200;34386;34957;33273;33273;35892;35892
30B;35;77201;77400;34512;35077;33399;33399;36012;36012
30B;35;77401;77600;34638;35197;33525;33525;36132;36132
30B;35;77601;77800;34764;35317;33651;33651;36252;36252
30B;35;77801;78000;34890;35437;33777;33777;36372;36372
30B;35;78001;78200;35016;35557;33903;33903;36492;36492
30B;35;78201;78400;35142;35677;34029;34029;36612;36612
30B;35;78401;78600;35268;35797;34155;34155;36732;36732
30B;35;78601;78800;35394;35917;34281;34281;36852;36852
30B;35;78801;79000;35520;36037;34407;34407;36972;36972
30B;35;79001;79200;35646;36157;34533;34533;37092;37092
30B;35;79201;79400;35772;36277;34659;34659;37212;37212
30B;35;79401;79600;35898;36397;34785;34785;37332;37332
30B;35;79601;79800;36024;36517;34911;34911;37452;37452
30B;35;79801;80000;36150;36637;35037;35037;37572;37572
30%;35;80001;81400;45;46;44;44;47;47
30%;35;81401;83000;46;46;44;44;47;47
30%;35;83001;83400;46;46;45;45;47;47
30%;35;83401;84000;46;46;45;45;48;48
30%;35;84001;86200;46;47;45;45;48;48
30%;35;86201;87600;47;47;45;45;48;48
30%;35;87601;90600;47;47;46;46;48;48
30%;35;90601;90800;47;47;46;46;49;49
30%;35;90801;91800;47;48;46;46;49;49
30%;35;91801;93000;48;48;46;46;49;49
30%;35;93001;98200;48;48;47;47;49;49
30%;35;98201;98800;49;48;47;47;49;49
30%;35;98801;99000;49;49;47;47;49;49
30%;35;99001;99200;49;49;48;48;49;49
30%;35;99201;105400;49;49;48;48;50;50
30%;35;105401;105800;50;49;48;48;50;50
30%;35;105801;108200;50;49;49;49;50;50
30%;35;108201;109600;50;50;49;49;50;50
30%;35;109601;113600;50;50;49;49;51;51
30%;35;113601;113800;50;50;50;50;51;51
30%;35;113801;119600;51;50;50;50;51;51
30%;35;119601;122600;51;51;50;50;51;51
30%;35;122601;122800;51;51;50;50;52;52
30%;35;122801;123800;51;51;51;51;52;52
30%;35;123801;133600;52;51;51;51;52;52
30%;35;133601;139000;52;52;52;52;52;52
30%;35;139001;151400;53;52;52;52;53;53
30%;35;151401;160400;53;53;53;53;53;53
30%;35;160401;174800;54;53;53;53;54;54
30%;35;174801;189400;54;54;54;54;54;54
30%;35;189401;206400;55;54;54;54;55;55
30%;35;206401;231600;55;55;55;55;55;55
30%;35;231601;252400;56;55;55;55;56;56
30%;35;252401;297800;56;56;56;56;56;56
30%;35;297801;324600;57;56;56;56;57;57
30%;35;324601;417000;57;57;57;57;57;57
30%;35;417001;454400;58;57;57;57;58;58
30%;35;454401;695000;58;58;58;58;58;58
30%;35;695001;757400;59;58;58;58;59;59
30%;35;757401;2085400;59;59;59;59;59;59
30%;35;2085401;2272400;60;59;59;59;60;60
30%;35;2272401;;60;60;60;60;60;60
30B;36;1;1500;0;0;0;0;0;0
30B;36;1501;1600;108;0;108;0;108;12
30B;36;1601;1700;118;0;116;0;118;48
30B;36;1701;1800;127;0;125;0;127;84
30B;36;1801;1900;137;0;133;0;137;120
30B;36;1901;2000;146;0;141;0;156;156
30B;36;2001;2100;156;0;150;0;192;192
30B;36;2101;2200;157;0;150;0;228;228
30B;36;2201;2300;167;0;158;0;264;264
30B;36;2301;2400;176;0;166;0;300;300
30B;36;2401;2500;186;0;175;0;336;336
30B;36;2501;2600;195;0;183;0;372;372
30B;36;2601;2700;205;0;191;0;408;408
30B;36;2701;2800;214;0;200;0;444;444
30B;36;2801;2900;216;0;200;0;480;480
30B;36;2901;3000;225;0;208;0;516;516
30B;36;3001;3100;235;0;216;0;552;552
30B;36;3101;3200;244;0;225;0;588;588
30B;36;3201;3300;254;0;233;0;624;624
30B;36;3301;3400;263;0;241;0;660;660
30B;36;3401;3500;264;0;241;0;696;696
30B;36;3501;3600;274;0;250;0;732;732
30B;36;3601;3700;283;0;258;0;765;765
30B;36;3701;3800;293;0;266;0;795;795
30B;36;3801;3900;302;0;275;0;822;822
30B;36;3901;4000;311;0;283;0;852;852
30B;36;4001;4100;312;0;283;0;879;879
30B;36;4101;4200;322;27;292;0;909;909
30B;36;4201;4300;331;54;301;1;939;939
30B;36;4301;4400;340;81;311;2;966;966
30B;36;4401;4500;349;108;320;3;996;996
30B;36;4501;4600;359;135;329;4;1023;1023
30B;36;4601;4700;360;162;330;5;1053;1053
30B;36;4701;4800;371;189;339;6;1083;1083
30B;36;4801;4900;395;216;348;7;1110;1110
30B;36;4901;5000;419;243;358;8;1140;1140
30B;36;5001;5100;443;270;367;9;1167;1167
30B;36;5101;5200;467;297;376;9;1197;1197
30B;36;5201;5300;492;324;385;10;1227;1227
30B;36;5301;5400;516;351;386;11;1254;1254
30B;36;5401;5500;540;378;395;12;1284;1284
30B;36;5501;5600;564;405;405;13;1311;1311
30B;36;5601;5700;588;432;414;14;1341;1341
30B;36;5701;5800;613;459;423;15;1371;1371
30B;36;5801;5900;637;486;432;16;1398;1398
30B;36;5901;6000;661;513;433;17;1428;1428
30B;36;6001;6100;685;540;443;18;1455;1455
30B;36;6101;6200;709;567;452;18;1485;1485
30B;36;6201;6300;734;594;461;19;1515;1515
30B;36;6301;6400;758;621;470;20;1542;1542
30B;36;6401;6500;782;648;479;21;1572;1572
30B;36;6501;6600;806;675;480;22;1599;1599
30B;36;6601;6700;830;702;490;23;1629;1629
30B;36;6701;6800;855;729;499;24;1659;1659
30B;36;6801;6900;879;756;508;25;1686;1686
30B;36;6901;7000;903;783;517;26;1716;1716
30B;36;7001;7100;927;810;527;27;1743;1743
30B;36;7101;7200;951;837;527;27;1773;1773
30B;36;7201;7300;976;864;537;28;1803;1803
30B;36;7301;7400;1000;891;546;29;1830;1830
30B;36;7401;7500;1024;918;555;30;1860;1860
30B;36;7501;7600;1048;945;564;31;1887;1887
30B;36;7601;7700;1073;972;574;32;1917;1917
30B;36;7701;7800;1097;999;583;33;1947;1947
30B;36;7801;7900;1121;1026;584;34;1974;1974
30B;36;7901;8000;1145;1053;593;35;2004;2004
30B;36;8001;8100;1169;1080;602;36;2031;2031
30B;36;8101;8200;1194;1107;611;36;2061;2061
30B;36;8201;8300;1218;1134;621;37;2091;2091
30B;36;8301;8400;1242;1161;630;38;2118;2118
30B;36;8401;8500;1266;1188;631;39;2148;2148
30B;36;8501;8600;1290;1215;640;40;2175;2175
30B;36;8601;8700;1315;1242;649;41;2205;2205
30B;36;8701;8800;1339;1269;659;42;2235;2235
30B;36;8801;8900;1363;1296;668;43;2262;2262
30B;36;8901;9000;1387;1323;677;44;2292;2292
30B;36;9001;9100;1411;1350;678;45;2319;2319
30B;36;9101;9200;1436;1377;687;45;2349;2349
30B;36;9201;9300;1460;1404;696;46;2379;2379
30B;36;9301;9400;1484;1431;706;47;2406;2406
30B;36;9401;9500;1508;1458;715;48;2436;2436
30B;36;9501;9600;1532;1485;724;49;2463;2463
30B;36;9601;9700;1557;1512;725;50;2493;2493
30B;36;9701;9800;1581;1539;734;51;2523;2523
30B;36;9801;9900;1605;1566;743;52;2550;2550
30B;36;9901;10000;1629;1593;753;53;2580;2580
30B;36;10001;10100;1654;1626;762;54;2610;2610
30B;36;10101;10200;1678;1662;772;55;2646;2646
30B;36;10201;10300;1702;1698;781;56;2682;2682
30B;36;10301;10400;1727;1734;782;57;2718;2718
30B;36;10401;10500;1751;1770;792;59;2754;2754
30B;36;10501;10600;1776;1806;801;60;2790;2790
30B;36;10601;10700;1800;1842;811;61;2826;2826
30B;36;10701;10800;1825;1878;820;88;2862;2862
30B;36;10801;10900;1853;1914;830;119;2898;2898
30B;36;10901;11000;1885;1950;831;150;2934;2934
30B;36;11001;11100;1917;1986;841;181;2970;2970
30B;36;11101;11200;1949;2022;850;212;3006;3006
30B;36;11201;11300;1981;2058;860;243;3042;3042
30B;36;11301;11400;2013;2094;869;274;3078;3078
30B;36;11401;11500;2046;2130;879;305;3117;3117
30B;36;11501;11600;2078;2166;880;336;3156;3156
30B;36;11601;11700;2110;2202;890;367;3195;3195
30B;36;11701;11800;2142;2238;899;398;3234;3234
30B;36;11801;11900;2174;2274;909;429;3273;3273
30B;36;11901;12000;2207;2310;918;460;3315;3315
30B;36;12001;12100;2239;2346;928;491;3354;3354
30B;36;12101;12200;2271;2382;929;522;3393;3393
30B;36;12201;12300;2304;2418;938;553;3432;3432
30B;36;12301;12400;2336;2454;948;584;3471;3471
30B;36;12401;12500;2368;2490;958;615;3513;3513
30B;36;12501;12600;2400;2526;967;646;3552;3552
30B;36;12601;12700;2433;2562;977;677;3591;3591
30B;36;12701;12800;2465;2598;986;708;3630;3630
30B;36;12801;12900;2497;2634;987;739;3669;3669
30B;36;12901;13000;2529;2670;997;770;3711;3711
30B;36;13001;13100;2562;2706;1006;801;3750;3750
30B;36;13101;13200;2594;2742;1016;832;3789;3789
30B;36;13201;13300;2626;2778;1025;863;3828;3828
30B;36;13301;13400;2658;2814;1035;894;3867;3867
30B;36;13401;13500;2691;2850;1036;925;3909;3909
30B;36;13501;13600;2723;2886;1046;956;3948;3948
30B;36;13601;13700;2755;2922;1055;987;3987;3987
30B;36;13701;13800;2787;2958;1065;1018;4026;4026
30B;36;13801;13900;2820;2994;1074;1049;4065;4065
30B;36;13901;14000;2852;3033;1084;1083;4107;4107
30B;36;14001;14100;2884;3072;1117;1117;4146;4146
30B;36;14101;14200;2916;3114;1154;1154;4185;4185
30B;36;14201;14300;2949;3153;1188;1188;4224;4224
30B;36;14301;14400;2981;3192;1222;1222;4263;4263
30B;36;14401;14500;3013;3231;1256;1256;4305;4305
30B;36;14501;14600;3045;3270;1290;1290;4344;4344
30B;36;14601;14700;3078;3312;1327;1327;4383;4383
30B;36;14701;14800;3110;3351;1361;1361;4422;4422
30B;36;14801;14900;3142;3390;1395;1395;4461;4461
30B;36;14901;15000;3175;3429;1429;1429;4503;4503
30B;36;15001;15100;3207;3468;1463;1463;4542;4542
30B;36;15101;15200;3239;3510;1500;1500;4581;4581
30B;36;15201;15300;3271;3549;1534;1534;4620;4620
30B;36;15301;15400;3303;3588;1568;1568;4659;4659
30B;36;15401;15500;3336;3627;1602;1602;4701;4701
30B;36;15501;15600;3368;3666;1636;1636;4740;4740
30B;36;15601;15700;3400;3708;1673;1673;4779;4779
30B;36;15701;15800;3433;3747;1707;1707;4818;4818
30B;36;15801;15900;3465;3786;1741;1741;4857;4857
30B;36;15901;16000;3497;3825;1775;1775;4899;4899
30B;36;16001;16100;3529;3864;1809;1809;4938;4938
30B;36;16101;16200;3562;3906;1846;1846;4977;4977
30B;36;16201;16300;3594;3945;1880;1880;5016;5016
30B;36;16301;16400;3626;3984;1914;1914;5055;5055
30B;36;16401;16500;3658;4023;1948;1948;5097;5097
30B;36;16501;16600;3691;4062;1982;1982;5136;5136
30B;36;16601;16700;3723;4104;2019;2019;5175;5175
30B;36;16701;16800;3755;4143;2053;2053;5214;5214
30B;36;16801;16900;3787;4182;2087;2087;5253;5253
30B;36;16901;17000;3820;4221;2121;2121;5295;5295
30B;36;17001;17100;3852;4260;2155;2155;5334;5334
30B;36;17101;17200;3884;4302;2192;2192;5373;5373
30B;36;17201;17300;3916;4341;2226;2226;5412;5412
30B;36;17301;17400;3949;4380;2260;2260;5451;5451
30B;36;17401;17500;3981;4419;2294;2294;5493;5493
30B;36;17501;17600;4013;4458;2328;2328;5532;5532
30B;36;17601;17700;4045;4500;2365;2365;5571;5571
30B;36;17701;17800;4078;4539;2399;2399;5610;5610
30B;36;17801;17900;4110;4578;2433;2433;5649;5649
30B;36;17901;18000;4142;4617;2467;2467;5691;5691
30B;36;18001;18100;4175;4656;2501;2501;5730;5730
30B;36;18101;18200;4207;4698;2538;2538;5769;5769
30B;36;18201;18300;4239;4737;2572;2572;5808;5808
30B;36;18301;18400;4271;4776;2606;2606;5847;5847
30B;36;18401;18500;4304;4815;2640;2640;5889;5889
30B;36;18501;18600;4336;4854;2674;2674;5928;5928
30B;36;18601;18700;4368;4896;2711;2711;5967;5967
30B;36;18701;18800;4400;4935;2745;2745;6006;6006
30B;36;18801;18900;4432;4974;2779;2779;6045;6045
30B;36;18901;19000;4465;5013;2813;2813;6087;6087
30B;36;19001;19100;4497;5052;2847;2847;6126;6126
30B;36;19101;19200;4529;5094;2884;2884;6165;6165
30B;36;19201;19300;4562;5133;2918;2918;6204;6204
30B;36;19301;19400;4594;5172;2952;2952;6243;6243
30B;36;19401;19500;4626;5211;2986;2986;6285;6285
30B;36;19501;19600;4658;5250;3020;3020;6324;6324
30B;36;19601;19700;4691;5292;3057;3057;6363;6363
30B;36;19701;19800;4723;5331;3091;3091;6402;6402
30B;36;19801;19900;4755;5370;3125;3125;6441;6441
30B;36;19901;20000;4787;5409;3159;3159;6483;6483
30B;36;20001;20200;4852;5487;3227;3227;6561;6561
30B;36;20201;20400;4916;5565;3295;3295;6639;6639
30B;36;20401;20600;4981;5646;3366;3366;6720;6720
30B;36;20601;20800;5045;5724;3434;3434;6798;6798
30B;36;20801;21000;5110;5802;3502;3502;6879;6879
30B;36;21001;21200;5174;5880;3570;3570;6957;6957
30B;36;21201;21400;5239;5958;3638;3638;7035;7035
30B;36;21401;21600;5304;6036;3706;3706;7116;7116
30B;36;21601;21800;5368;6114;3774;3774;7194;7194
30B;36;21801;22000;5433;6195;3845;3845;7275;7275
30B;36;22001;22200;5497;6273;3913;3913;7353;7353
30B;36;22201;22400;5562;6351;3981;3981;7431;7431
30B;36;22401;22600;5626;6429;4049;4049;7512;7512
30B;36;22601;22800;5691;6507;4117;4117;7590;7590
30B;36;22801;23000;5755;6585;4185;4185;7671;7671
30B;36;23001;23200;5820;6666;4256;4256;7749;7749
30B;36;23201;23400;5884;6744;4324;4324;7827;7827
30B;36;23401;23600;5949;6822;4392;4392;7908;7908
30B;36;23601;23800;6013;6900;4460;4460;7986;7986
30B;36;23801;24000;6078;6978;4528;4528;8067;8067
30B;36;24001;24200;6142;7056;4596;4596;8145;8145
30B;36;24201;24400;6207;7137;4667;4667;8223;8223
30B;36;24401;24600;6271;7215;4735;4735;8304;8304
30B;36;24601;24800;6336;7293;4803;4803;8382;8382
30B;36;24801;25000;6400;7371;4871;4871;8463;8463
30B;36;25001;25200;6465;7449;4949;4949;8541;8541
30B;36;25201;25400;6529;7527;5027;5027;8619;8619
30B;36;25401;25600;6594;7608;5108;5108;8700;8700
30B;36;25601;25800;6658;7686;5186;5186;8778;8778
30B;36;25801;26000;6723;7764;5264;5264;8859;8859
30B;36;26001;26200;6787;7842;5342;5342;8937;8937
30B;36;26201;26400;6852;7920;5420;5420;9015;9015
30B;36;26401;26600;6916;7998;5498;5498;9096;9096
30B;36;26601;26800;6981;8076;5576;5576;9174;9174
30B;36;26801;27000;7045;8157;5657;5657;9255;9255
30B;36;27001;27200;7110;8235;5735;5735;9333;9333
30B;36;27201;27400;7174;8313;5813;5813;9411;9411
30B;36;27401;27600;7239;8391;5891;5891;9492;9492
30B;36;27601;27800;7303;8469;5969;5969;9570;9570
30B;36;27801;28000;7368;8547;6047;6047;9651;9651
30B;36;28001;28200;7432;8628;6128;6128;9729;9729
30B;36;28201;28400;7497;8706;6206;6206;9807;9807
30B;36;28401;28600;7562;8784;6284;6284;9888;9888
30B;36;28601;28800;7626;8862;6362;6362;9966;9966
30B;36;28801;29000;7691;8940;6440;6440;10047;10047
30B;36;29001;29200;7755;9018;6518;6518;10122;10122
30B;36;29201;29400;7819;9099;6599;6599;10194;10194
30B;36;29401;29600;7883;9177;6677;6677;10266;10266
30B;36;29601;29800;7948;9255;6755;6755;10338;10338
30B;36;29801;30000;8018;9333;6833;6833;10410;10410
30B;36;30001;30200;8090;9411;6911;6911;10482;10482
30B;36;30201;30400;8162;9489;6989;6989;10554;10554
30B;36;30401;30600;8234;9570;7070;7070;10626;10626
30B;36;30601;30800;8306;9648;7148;7148;10698;10698
30B;36;30801;31000;8378;9726;7226;7226;10770;10770
30B;36;31001;31200;8450;9804;7304;7304;10842;10842
30B;36;31201;31400;8522;9882;7382;7382;10914;10914
30B;36;31401;31600;8594;9960;7460;7460;10986;10986
30B;36;31601;31800;8666;10038;7538;7538;11058;11058
30B;36;31801;32000;8738;10119;7619;7619;11130;11130
30B;36;32001;32200;8810;10197;7697;7697;11202;11202
30B;36;32201;32400;8882;10275;7775;7775;11274;11274
30B;36;32401;32600;8954;10353;7853;7853;11346;11346
30B;36;32601;32800;9026;10431;7931;7931;11418;11418
30B;36;32801;33000;9098;10509;8009;8009;11490;11490
30B;36;33001;33200;9170;10590;8090;8090;11562;11562
30B;36;33201;33400;9242;10668;8168;8168;11634;11634
30B;36;33401;33600;9314;10746;8246;8246;11706;11706
30B;36;33601;33800;9386;10824;8324;8324;11778;11778
30B;36;33801;34000;9458;10902;8402;8402;11850;11850
30B;36;34001;34200;9530;10980;8480;8480;11922;11922
30B;36;34201;34400;9602;11061;8561;8561;11994;11994
30B;36;34401;34600;9674;11139;8639;8639;12066;12066
30B;36;34601;34800;9746;11217;8717;8717;12138;12138
30B;36;34801;35000;9818;11295;8795;8795;12210;12210
30B;36;35001;35200;9890;11373;8873;8873;12282;12282
30B;36;35201;35400;9962;11451;8951;8951;12354;12354
30B;36;35401;35600;10034;11532;9032;9032;12426;12426
30B;36;35601;35800;10106;11610;9110;9110;12498;12498
30B;36;35801;36000;10178;11688;9188;9188;12570;12570
30B;36;36001;36200;10250;11766;9266;9266;12642;12642
30B;36;36201;36400;10322;11844;9344;9344;12714;12714
30B;36;36401;36600;10394;11922;9422;9422;12786;12786
30B;36;36601;36800;10466;12000;9500;9500;12858;12858
30B;36;36801;37000;10551;12081;9581;9581;12943;12943
30B;36;37001;37200;10663;12159;9659;9659;13055;13055
30B;36;37201;37400;10775;12237;9737;9737;13167;13167
30B;36;37401;37600;10887;12315;9815;9815;13279;13279
30B;36;37601;37800;10999;12393;9893;9893;13391;13391
30B;36;37801;38000;11111;12471;9971;9971;13503;13503
30B;36;38001;38200;11223;12552;10052;10052;13615;13615
30B;36;38201;38400;11335;12630;10130;10130;13727;13727
30B;36;38401;38600;11447;12708;10208;10208;13839;13839
30B;36;38601;38800;11559;12786;10286;10286;13951;13951
30B;36;38801;39000;11671;12864;10364;10364;14063;14063
30B;36;39001;39200;11783;12962;10462;10462;14175;14175
30B;36;39201;39400;11895;13088;10588;10588;14287;14287
30B;36;39401;39600;12007;13209;10709;10709;14399;14399
30B;36;39601;39800;12119;13330;10830;10830;14511;14511
30B;36;39801;40000;12231;13452;10952;10952;14623;14623
30B;36;40001;40200;12343;13573;11073;11073;14735;14735
30B;36;40201;40400;12455;13694;11194;11194;14847;14847
30B;36;40401;40600;12567;13820;11320;11320;14959;14959
30B;36;40601;40800;12679;13942;11442;11442;15071;15071
30B;36;40801;41000;12791;14063;11563;11563;15183;15183
30B;36;41001;41200;12903;14184;11684;11684;15295;15295
30B;36;41201;41400;13015;14306;11806;11806;15407;15407
30B;36;41401;41600;13127;14427;11927;11927;15519;15519
30B;36;41601;41800;13239;14548;12048;12048;15631;15631
30B;36;41801;42000;13351;14674;12174;12174;15743;15743
30B;36;42001;42200;13463;14796;12296;12296;15855;15855
30B;36;42201;42400;13575;14917;12417;12417;15967;15967
30B;36;42401;42600;13687;15038;12538;12538;16079;16079
30B;36;42601;42800;13799;15160;12660;12660;16191;16191
30B;36;42801;43000;13911;15281;12781;12781;16303;16303
30B;36;43001;43200;14023;15407;12907;12907;16415;16415
30B;36;43201;43400;14135;15528;13028;13028;16527;16527
30B;36;43401;43600;14247;15650;13150;13150;16639;16639
30B;36;43601;43800;14359;15771;13271;13271;16751;16751
30B;36;43801;44000;14471;15892;13392;13392;16863;16863
30B;36;44001;44200;14583;16014;13514;13514;16975;16975
30B;36;44201;44400;14695;16140;13640;13640;17087;17087
30B;36;44401;44600;14807;16261;13761;13761;17199;17199
30B;36;44601;44800;14919;16382;13882;13882;17311;17311
30B;36;44801;45000;15031;16504;14004;14004;17423;17423
30B;36;45001;45200;15143;16625;14125;14125;17535;17535
30B;36;45201;45400;15255;16746;14246;14246;17647;17647
30B;36;45401;45600;15367;16872;14372;14372;17759;17759
30B;36;45601;45800;15479;16994;14494;14494;17871;17871
30B;36;45801;46000;15591;17110;14610;14610;17983;17983
30B;36;46001;46200;15703;17222;14722;14722;18095;18095
30B;36;46201;46400;15815;17334;14834;14834;18207;18207
30B;36;46401;46600;15927;17446;14946;14946;18319;18319
30B;36;46601;46800;16039;17558;15058;15058;18431;18431
30B;36;46801;47000;16151;17670;15170;15170;18543;18543
30B;36;47001;47200;16263;17782;15282;15282;18655;18655
30B;36;47201;47400;16375;17894;15394;15394;18767;18767
30B;36;47401;47600;16487;18006;15506;15506;18879;18879
30B;36;47601;47800;16599;18118;15618;15618;18991;18991
30B;36;47801;48000;16711;18230;15730;15730;19103;19103
30B;36;48001;48200;16823;18342;15842;15842;19215;19215
30B;36;48201;48400;16935;18454;15954;15954;19327;19327
30B;36;48401;48600;17047;18566;16066;16066;19439;19439
30B;36;48601;48800;17159;18678;16178;16178;19551;19551
30B;36;48801;49000;17271;18790;16290;16290;19663;19663
30B;36;49001;49200;17383;18902;16402;16402;19775;19775
30B;36;49201;49400;17495;19014;16514;16514;19887;19887
30B;36;49401;49600;17607;19126;16626;16626;19999;19999
30B;36;49601;49800;17719;19238;16738;16738;20111;20111
30B;36;49801;50000;17832;19350;16850;16850;20223;20223
30B;36;50001;50200;17950;19462;16968;16968;20335;20335
30B;36;50201;50400;18068;19574;17086;17086;20447;20447
30B;36;50401;50600;18186;19686;17204;17204;20559;20559
30B;36;50601;50800;18304;19798;17322;17322;20671;20671
30B;36;50801;51000;18422;19910;17440;17440;20783;20783
30B;36;51001;51200;18540;20022;17558;17558;20895;20895
30B;36;51201;51400;18658;20134;17676;17676;21007;21007
30B;36;51401;51600;18776;20246;17794;17794;21119;21119
30B;36;51601;51800;18894;20358;17912;17912;21231;21231
30B;36;51801;52000;19012;20470;18030;18030;21343;21343
