 Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
30B;34;77401;77600;33941;34447;32775;32775;35367;35367
30B;34;77601;77800;34065;34565;32899;32899;35485;35485
30B;34;77801;78000;34189;34683;33023;33023;35603;35603
30B;34;78001;78200;34313;34801;33147;33147;35721;35721
30B;34;78201;78400;34437;34919;33271;33271;35839;35839
30B;34;78401;78600;34561;35037;33395;33395;35957;35957
30B;34;78601;78800;34685;35155;33519;33519;36075;36075
30B;34;78801;79000;34809;35273;33643;33643;36193;36193
30B;34;79001;79200;34933;35391;33767;33767;36311;36311
30B;34;79201;79400;35057;35509;33891;33891;36429;36429
30B;34;79401;79600;35181;35627;34015;34015;36547;36547
30B;34;79601;79800;35305;35745;34139;34139;36665;36665
30B;34;79801;80000;35429;35863;34263;34263;36783;36783
30%;34;80001;80800;44;45;43;43;46;46
30%;34;80801;82800;45;45;43;43;46;46
30%;34;82801;83200;45;45;44;44;46;46
30%;34;83201;83800;45;45;44;44;47;47
30%;34;83801;85800;45;46;44;44;47;47
30%;34;85801;87600;46;46;44;44;47;47
30%;34;87601;90400;46;46;45;45;47;47
30%;34;90401;90600;46;46;45;45;48;48
30%;34;90601;91400;46;47;45;45;48;48
30%;34;91401;92800;47;47;45;45;48;48
30%;34;92801;97600;47;47;46;46;48;48
30%;34;97601;98400;48;47;46;46;48;48
30%;34;98401;98800;48;48;46;46;48;48
30%;34;98801;99200;48;48;47;47;48;48
30%;34;99201;104800;48;48;47;47;49;49
30%;34;104801;105600;49;48;47;47;49;49
30%;34;105601;107800;49;48;48;48;49;49
30%;34;107801;109600;49;49;48;48;49;49
30%;34;109601;113200;49;49;48;48;50;50
30%;34;113201;113600;50;49;48;48;50;50
30%;34;113601;119200;50;49;49;49;50;50
30%;34;119201;122400;50;50;49;49;50;50
30%;34;122401;122600;50;50;49;49;51;51
30%;34;122601;123200;50;50;50;50;51;51
30%;34;123201;133200;51;50;50;50;51;51
30%;34;133201;138800;51;51;51;51;51;51
30%;34;138801;151000;52;51;51;51;52;52
30%;34;151001;160200;52;52;52;52;52;52
30%;34;160201;174400;53;52;52;52;53;53
30%;34;174401;189200;53;53;53;53;53;53
30%;34;189201;206000;54;53;53;53;54;54
30%;34;206001;231400;54;54;54;54;54;54
30%;34;231401;251800;55;54;54;54;55;55
30%;34;251801;297600;55;55;55;55;55;55
30%;34;297601;323800;56;55;55;55;56;56
30%;34;323801;416600;56;56;56;56;56;56
30%;34;416601;453400;57;56;56;56;57;57
30%;34;453401;694400;57;57;57;57;57;57
30%;34;694401;755600;58;57;57;57;58;58
30%;34;755601;2083200;58;58;58;58;58;58
30%;34;2083201;2267200;59;58;58;58;59;59
30%;34;2267201;;59;59;59;59;59;59
30B;35;1;1500;0;0;0;0;0;0
30B;35;1501;1600;108;0;108;0;108;11
30B;35;1601;1700;118;0;116;0;118;46
30B;35;1701;1800;127;0;125;0;127;81
30B;35;1801;1900;137;0;133;0;137;116
30B;35;1901;2000;146;0;141;0;151;151
30B;35;2001;2100;156;0;150;0;186;186
30B;35;2101;2200;157;0;150;0;221;221
30B;35;2201;2300;167;0;158;0;256;256
30B;35;2301;2400;176;0;166;0;291;291
30B;35;2401;2500;186;0;175;0;326;326
30B;35;2501;2600;195;0;183;0;361;361
30B;35;2601;2700;205;0;191;0;396;396
30B;35;2701;2800;214;0;200;0;431;431
30B;35;2801;2900;216;0;200;0;466;466
30B;35;2901;3000;225;0;208;0;501;501
30B;35;3001;3100;235;0;216;0;536;536
30B;35;3101;3200;244;0;225;0;571;571
30B;35;3201;3300;254;0;233;0;606;606
30B;35;3301;3400;263;0;241;0;641;641
30B;35;3401;3500;264;0;241;0;676;676
30B;35;3501;3600;274;0;250;0;711;711
30B;35;3601;3700;283;0;258;0;743;743
30B;35;3701;3800;293;0;266;0;772;772
30B;35;3801;3900;302;0;275;0;799;799
30B;35;3901;4000;311;0;283;0;828;828
30B;35;4001;4100;312;0;283;0;854;854
30B;35;4101;4200;322;26;292;0;883;883
30B;35;4201;4300;331;52;301;1;912;912
30B;35;4301;4400;340;78;311;2;939;939
30B;35;4401;4500;349;105;320;3;968;968
30B;35;4501;4600;359;131;329;4;994;994
30B;35;4601;4700;360;157;330;5;1023;1023
30B;35;4701;4800;369;183;339;6;1052;1052
30B;35;4801;4900;384;210;348;7;1079;1079
30B;35;4901;5000;408;236;358;8;1108;1108
30B;35;5001;5100;431;262;367;9;1134;1134
30B;35;5101;5200;455;288;376;9;1163;1163
30B;35;5201;5300;479;315;385;10;1192;1192
30B;35;5301;5400;502;341;386;11;1219;1219
30B;35;5401;5500;526;367;395;12;1248;1248
30B;35;5501;5600;549;393;405;13;1274;1274
30B;35;5601;5700;573;420;414;14;1303;1303
30B;35;5701;5800;596;446;423;15;1332;1332
30B;35;5801;5900;620;472;432;16;1359;1359
30B;35;5901;6000;643;498;433;17;1388;1388
30B;35;6001;6100;667;525;443;18;1414;1414
30B;35;6101;6200;690;551;452;18;1443;1443
30B;35;6201;6300;714;577;461;19;1472;1472
30B;35;6301;6400;737;603;470;20;1499;1499
30B;35;6401;6500;761;630;479;21;1528;1528
30B;35;6501;6600;785;656;480;22;1554;1554
30B;35;6601;6700;808;682;490;23;1583;1583
30B;35;6701;6800;832;708;499;24;1612;1612
30B;35;6801;6900;855;735;508;25;1639;1639
30B;35;6901;7000;879;761;517;26;1668;1668
30B;35;7001;7100;902;787;527;27;1694;1694
30B;35;7101;7200;926;813;527;27;1723;1723
30B;35;7201;7300;949;840;537;28;1752;1752
30B;35;7301;7400;973;866;546;29;1779;1779
30B;35;7401;7500;996;892;555;30;1808;1808
30B;35;7501;7600;1020;918;564;31;1834;1834
30B;35;7601;7700;1044;945;574;32;1863;1863
30B;35;7701;7800;1067;971;583;33;1892;1892
30B;35;7801;7900;1091;997;584;34;1919;1919
30B;35;7901;8000;1114;1023;593;35;1948;1948
30B;35;8001;8100;1138;1050;602;36;1974;1974
30B;35;8101;8200;1161;1076;611;36;2003;2003
30B;35;8201;8300;1185;1102;621;37;2032;2032
30B;35;8301;8400;1208;1128;630;38;2059;2059
30B;35;8401;8500;1232;1155;631;39;2088;2088
30B;35;8501;8600;1255;1181;640;40;2114;2114
30B;35;8601;8700;1279;1207;649;41;2143;2143
30B;35;8701;8800;1302;1233;659;42;2172;2172
30B;35;8801;8900;1326;1260;668;43;2199;2199
30B;35;8901;9000;1350;1286;677;44;2228;2228
30B;35;9001;9100;1373;1312;678;45;2254;2254
30B;35;9101;9200;1397;1338;687;45;2283;2283
30B;35;9201;9300;1420;1365;696;46;2312;2312
30B;35;9301;9400;1444;1391;706;47;2339;2339
30B;35;9401;9500;1467;1417;715;48;2368;2368
30B;35;9501;9600;1491;1443;724;49;2394;2394
30B;35;9601;9700;1514;1470;725;50;2423;2423
30B;35;9701;9800;1538;1496;734;51;2452;2452
30B;35;9801;9900;1561;1522;743;52;2479;2479
30B;35;9901;10000;1585;1548;753;53;2508;2508
30B;35;10001;10100;1608;1580;762;54;2537;2537
30B;35;10101;10200;1632;1615;772;55;2572;2572
30B;35;10201;10300;1656;1650;781;56;2607;2607
30B;35;10301;10400;1680;1685;782;57;2642;2642
30B;35;10401;10500;1704;1720;792;59;2677;2677
30B;35;10501;10600;1727;1755;801;60;2712;2712
30B;35;10601;10700;1751;1790;811;61;2747;2747
30B;35;10701;10800;1775;1825;820;62;2782;2782
30B;35;10801;10900;1802;1860;830;65;2817;2817
30B;35;10901;11000;1833;1895;831;95;2852;2852
30B;35;11001;11100;1865;1930;841;125;2887;2887
30B;35;11101;11200;1896;1965;850;155;2922;2922
30B;35;11201;11300;1927;2000;860;185;2957;2957
30B;35;11301;11400;1958;2035;869;215;2992;2992
30B;35;11401;11500;1990;2070;879;245;3030;3030
30B;35;11501;11600;2021;2105;880;275;3068;3068
30B;35;11601;11700;2052;2140;890;305;3106;3106
30B;35;11701;11800;2084;2175;899;335;3144;3144
30B;35;11801;11900;2115;2210;909;365;3182;3182
30B;35;11901;12000;2147;2245;918;395;3222;3222
30B;35;12001;12100;2178;2280;928;425;3260;3260
30B;35;12101;12200;2209;2315;929;455;3298;3298
30B;35;12201;12300;2241;2350;938;485;3336;3336
30B;35;12301;12400;2272;2385;948;515;3374;3374
30B;35;12401;12500;2303;2420;958;545;3415;3415
30B;35;12501;12600;2335;2455;967;575;3453;3453
30B;35;12601;12700;2366;2490;977;605;3491;3491
30B;35;12701;12800;2397;2525;986;635;3529;3529
30B;35;12801;12900;2429;2560;987;665;3567;3567
30B;35;12901;13000;2460;2595;997;695;3607;3607
30B;35;13001;13100;2492;2630;1006;725;3645;3645
30B;35;13101;13200;2523;2665;1016;755;3683;3683
30B;35;13201;13300;2554;2700;1025;785;3721;3721
30B;35;13301;13400;2586;2735;1035;815;3759;3759
30B;35;13401;13500;2617;2770;1036;845;3800;3800
30B;35;13501;13600;2648;2805;1046;875;3838;3838
30B;35;13601;13700;2680;2840;1055;905;3876;3876
30B;35;13701;13800;2711;2875;1065;935;3914;3914
30B;35;13801;13900;2742;2910;1074;965;3952;3952
30B;35;13901;14000;2774;2948;1084;998;3992;3992
30B;35;14001;14100;2805;2986;1085;1031;4030;4030
30B;35;14101;14200;2837;3027;1095;1067;4068;4068
30B;35;14201;14300;2868;3065;1105;1100;4106;4106
30B;35;14301;14400;2899;3103;1133;1133;4144;4144
30B;35;14401;14500;2931;3141;1166;1166;4185;4185
30B;35;14501;14600;2962;3179;1199;1199;4223;4223
30B;35;14601;14700;2993;3220;1235;1235;4261;4261
30B;35;14701;14800;3025;3257;1267;1267;4299;4299
30B;35;14801;14900;3056;3295;1300;1300;4337;4337
30B;35;14901;15000;3088;3333;1333;1333;4377;4377
30B;35;15001;15100;3119;3371;1366;1366;4415;4415
30B;35;15101;15200;3150;3412;1402;1402;4453;4453
30B;35;15201;15300;3182;3450;1435;1435;4491;4491
30B;35;15301;15400;3213;3488;1468;1468;4529;4529
30B;35;15401;15500;3244;3526;1501;1501;4570;4570
30B;35;15501;15600;3276;3564;1534;1534;4608;4608
30B;35;15601;15700;3307;3605;1570;1570;4646;4646
30B;35;15701;15800;3339;3642;1602;1602;4684;4684
30B;35;15801;15900;3370;3680;1635;1635;4722;4722
30B;35;15901;16000;3401;3718;1668;1668;4762;4762
30B;35;16001;16100;3433;3756;1701;1701;4800;4800
30B;35;16101;16200;3464;3797;1737;1737;4838;4838
30B;35;16201;16300;3495;3835;1770;1770;4876;4876
30B;35;16301;16400;3527;3873;1803;1803;4914;4914
30B;35;16401;16500;3558;3911;1836;1836;4955;4955
30B;35;16501;16600;3589;3949;1869;1869;4993;4993
30B;35;16601;16700;3621;3990;1905;1905;5031;5031
30B;35;16701;16800;3652;4027;1937;1937;5069;5069
30B;35;16801;16900;3684;4065;1970;1970;5107;5107
30B;35;16901;17000;3715;4103;2003;2003;5147;5147
30B;35;17001;17100;3746;4141;2036;2036;5185;5185
30B;35;17101;17200;3778;4182;2072;2072;5223;5223
30B;35;17201;17300;3809;4220;2105;2105;5261;5261
30B;35;17301;17400;3840;4258;2138;2138;5299;5299
30B;35;17401;17500;3872;4296;2171;2171;5340;5340
30B;35;17501;17600;3903;4334;2204;2204;5378;5378
30B;35;17601;17700;3935;4375;2240;2240;5416;5416
30B;35;17701;17800;3966;4412;2272;2272;5454;5454
30B;35;17801;17900;3997;4450;2305;2305;5492;5492
30B;35;17901;18000;4029;4488;2338;2338;5532;5532
30B;35;18001;18100;4060;4526;2371;2371;5570;5570
30B;35;18101;18200;4091;4567;2407;2407;5608;5608
30B;35;18201;18300;4123;4605;2440;2440;5646;5646
30B;35;18301;18400;4154;4643;2473;2473;5684;5684
30B;35;18401;18500;4186;4681;2506;2506;5725;5725
30B;35;18501;18600;4217;4719;2539;2539;5763;5763
30B;35;18601;18700;4248;4760;2575;2575;5801;5801
30B;35;18701;18800;4280;4797;2607;2607;5839;5839
30B;35;18801;18900;4311;4835;2640;2640;5877;5877
30B;35;18901;19000;4342;4873;2673;2673;5917;5917
30B;35;19001;19100;4374;4911;2706;2706;5955;5955
30B;35;19101;19200;4405;4952;2742;2742;5993;5993
30B;35;19201;19300;4436;4990;2775;2775;6031;6031
30B;35;19301;19400;4468;5028;2808;2808;6069;6069
30B;35;19401;19500;4499;5066;2841;2841;6110;6110
30B;35;19501;19600;4531;5104;2874;2874;6148;6148
30B;35;19601;19700;4562;5145;2910;2910;6186;6186
30B;35;19701;19800;4593;5182;2942;2942;6224;6224
30B;35;19801;19900;4625;5220;2975;2975;6262;6262
30B;35;19901;20000;4656;5258;3008;3008;6302;6302
30B;35;20001;20200;4719;5334;3074;3074;6378;6378
30B;35;20201;20400;4781;5410;3140;3140;6454;6454
30B;35;20401;20600;4844;5489;3209;3209;6533;6533
30B;35;20601;20800;4907;5565;3275;3275;6609;6609
30B;35;20801;21000;4970;5640;3340;3340;6687;6687
30B;35;21001;21200;5032;5716;3406;3406;6763;6763
30B;35;21201;21400;5095;5792;3472;3472;6839;6839
30B;35;21401;21600;5158;5868;3538;3538;6918;6918
30B;35;21601;21800;5221;5944;3604;3604;6994;6994
30B;35;21801;22000;5283;6022;3672;3672;7072;7072
30B;35;22001;22200;5346;6098;3738;3738;7148;7148
30B;35;22201;22400;5409;6174;3804;3804;7224;7224
30B;35;22401;22600;5472;6250;3870;3870;7303;7303
30B;35;22601;22800;5534;6326;3936;3936;7379;7379
30B;35;22801;23000;5597;6402;4002;4002;7457;7457
30B;35;23001;23200;5660;6480;4070;4070;7533;7533
30B;35;23201;23400;5722;6556;4136;4136;7609;7609
30B;35;23401;23600;5785;6632;4202;4202;7688;7688
30B;35;23601;23800;5848;6708;4268;4268;7764;7764
30B;35;23801;24000;5911;6784;4334;4334;7842;7842
30B;35;24001;24200;5973;6860;4400;4400;7918;7918
30B;35;24201;24400;6036;6938;4468;4468;7994;7994
30B;35;24401;24600;6099;7014;4534;4534;8073;8073
30B;35;24601;24800;6162;7090;4600;4600;8149;8149
30B;35;24801;25000;6224;7166;4666;4666;8227;8227
30B;35;25001;25200;6287;7242;4742;4742;8303;8303
30B;35;25201;25400;6350;7317;4817;4817;8379;8379
30B;35;25401;25600;6413;7396;4896;4896;8458;8458
30B;35;25601;25800;6475;7472;4972;4972;8534;8534
30B;35;25801;26000;6538;7548;5048;5048;8612;8612
30B;35;26001;26200;6601;7624;5124;5124;8688;8688
30B;35;26201;26400;6664;7700;5200;5200;8764;8764
30B;35;26401;26600;6726;7775;5275;5275;8843;8843
30B;35;26601;26800;6789;7851;5351;5351;8919;8919
30B;35;26801;27000;6852;7930;5430;5430;8997;8997
30B;35;27001;27200;6915;8006;5506;5506;9073;9073
30B;35;27201;27400;6977;8082;5582;5582;9149;9149
30B;35;27401;27600;7040;8157;5657;5657;9228;9228
30B;35;27601;27800;7103;8233;5733;5733;9304;9304
30B;35;27801;28000;7165;8309;5809;5809;9382;9382
30B;35;28001;28200;7228;8388;5888;5888;9458;9458
30B;35;28201;28400;7291;8464;5964;5964;9534;9534
30B;35;28401;28600;7354;8540;6040;6040;9613;9613
30B;35;28601;28800;7416;8615;6115;6115;9689;9689
30B;35;28801;29000;7479;8691;6191;6191;9767;9767
30B;35;29001;29200;7542;8767;6267;6267;9840;9840
30B;35;29201;29400;7604;8846;6346;6346;9910;9910
30B;35;29401;29600;7667;8922;6422;6422;9980;9980
30B;35;29601;29800;7729;8997;6497;6497;10050;10050
30B;35;29801;30000;7798;9073;6573;6573;10120;10120
30B;35;30001;30200;7868;9149;6649;6649;10190;10190
30B;35;30201;30400;7938;9225;6725;6725;10260;10260
30B;35;30401;30600;8008;9304;6804;6804;10330;10330
30B;35;30601;30800;8078;9380;6880;6880;10400;10400
30B;35;30801;31000;8148;9455;6955;6955;10470;10470
30B;35;31001;31200;8218;9531;7031;7031;10540;10540
30B;35;31201;31400;8288;9607;7107;7107;10610;10610
30B;35;31401;31600;8358;9683;7183;7183;10680;10680
30B;35;31601;31800;8428;9759;7259;7259;10750;10750
30B;35;31801;32000;8498;9837;7337;7337;10820;10820
30B;35;32001;32200;8568;9913;7413;7413;10890;10890
30B;35;32201;32400;8638;9989;7489;7489;10960;10960
30B;35;32401;32600;8708;10065;7565;7565;11030;11030
30B;35;32601;32800;8778;10141;7641;7641;11100;11100
30B;35;32801;33000;8848;10217;7717;7717;11170;11170
30B;35;33001;33200;8918;10295;7795;7795;11240;11240
30B;35;33201;33400;8988;10371;7871;7871;11310;11310
30B;35;33401;33600;9058;10447;7947;7947;11380;11380
30B;35;33601;33800;9128;10523;8023;8023;11450;11450
30B;35;33801;34000;9198;10599;8099;8099;11520;11520
30B;35;34001;34200;9268;10675;8175;8175;11590;11590
30B;35;34201;34400;9338;10753;8253;8253;11660;11660
30B;35;34401;34600;9408;10829;8329;8329;11730;11730
30B;35;34601;34800;9478;10905;8405;8405;11800;11800
30B;35;34801;35000;9548;10981;8481;8481;11870;11870
30B;35;35001;35200;9618;11057;8557;8557;11940;11940
30B;35;35201;35400;9688;11132;8632;8632;12010;12010
30B;35;35401;35600;9758;11211;8711;8711;12080;12080
30B;35;35601;35800;9828;11287;8787;8787;12150;12150
30B;35;35801;36000;9898;11363;8863;8863;12220;12220
30B;35;36001;36200;9968;11439;8939;8939;12290;12290
30B;35;36201;36400;10038;11515;9015;9015;12360;12360
30B;35;36401;36600;10108;11590;9090;9090;12430;12430
30B;35;36601;36800;10178;11666;9166;9166;12500;12500
30B;35;36801;37000;10261;11745;9245;9245;12584;12584
30B;35;37001;37200;10371;11821;9321;9321;12694;12694
30B;35;37201;37400;10481;11897;9397;9397;12804;12804
30B;35;37401;37600;10591;11972;9472;9472;12914;12914
30B;35;37601;37800;10701;12048;9548;9548;13024;13024
30B;35;37801;38000;10811;12124;9624;9624;13134;13134
30B;35;38001;38200;10921;12203;9703;9703;13244;13244
30B;35;38201;38400;11031;12279;9779;9779;13354;13354
30B;35;38401;38600;11141;12355;9855;9855;13464;13464
30B;35;38601;38800;11251;12430;9930;9930;13574;13574
30B;35;38801;39000;11361;12506;10006;10006;13684;13684
30B;35;39001;39200;11471;12602;10102;10102;13794;13794
30B;35;39201;39400;11581;12726;10226;10226;13904;13904
30B;35;39401;39600;11691;12845;10345;10345;14014;14014
30B;35;39601;39800;11801;12964;10464;10464;14124;14124
30B;35;39801;40000;11911;13083;10583;10583;14234;14234
30B;35;40001;40200;12021;13202;10702;10702;14344;14344
30B;35;40201;40400;12131;13322;10822;10822;14454;14454
30B;35;40401;40600;12241;13445;10945;10945;14564;14564
30B;35;40601;40800;12351;13565;11065;11065;14674;14674
30B;35;40801;41000;12461;13684;11184;11184;14784;14784
30B;35;41001;41200;12571;13803;11303;11303;14894;14894
30B;35;41201;41400;12681;13922;11422;11422;15004;15004
30B;35;41401;41600;12791;14041;11541;11541;15114;15114
30B;35;41601;41800;12901;14160;11660;11660;15224;15224
30B;35;41801;42000;13011;14284;11784;11784;15334;15334
30B;35;42001;42200;13121;14403;11903;11903;15444;15444
30B;35;42201;42400;13231;14522;12022;12022;15554;15554
30B;35;42401;42600;13341;14642;12142;12142;15664;15664
30B;35;42601;42800;13451;14761;12261;12261;15774;15774
30B;35;42801;43000;13561;14880;12380;12380;15884;15884
30B;35;43001;43200;13671;15004;12504;12504;15994;15994
30B;35;43201;43400;13781;15123;12623;12623;16104;16104
30B;35;43401;43600;13891;15242;12742;12742;16214;16214
30B;35;43601;43800;14001;15361;12861;12861;16324;16324
30B;35;43801;44000;14111;15480;12980;12980;16434;16434
30B;35;44001;44200;14221;15600;13100;13100;16544;16544
30B;35;44201;44400;14331;15723;13223;13223;16654;16654
30B;35;44401;44600;14441;15842;13342;13342;16764;16764
30B;35;44601;44800;14551;15962;13462;13462;16874;16874
30B;35;44801;45000;14661;16081;13581;13581;16984;16984
30B;35;45001;45200;14771;16200;13700;13700;17094;17094
30B;35;45201;45400;14881;16319;13819;13819;17204;17204
30B;35;45401;45600;14991;16443;13943;13943;17314;17314
30B;35;45601;45800;15101;16562;14062;14062;17424;17424
30B;35;45801;46000;15211;16677;14177;14177;17534;17534
30B;35;46001;46200;15321;16787;14287;14287;17644;17644
30B;35;46201;46400;15431;16897;14397;14397;17754;17754
30B;35;46401;46600;15541;17007;14507;14507;17864;17864
30B;35;46601;46800;15651;17117;14617;14617;17974;17974
30B;35;46801;47000;15761;17227;14727;14727;18084;18084
30B;35;47001;47200;15871;17337;14837;14837;18194;18194
30B;35;47201;47400;15981;17447;14947;14947;18304;18304
30B;35;47401;47600;16091;17557;15057;15057;18414;18414
30B;35;47601;47800;16201;17667;15167;15167;18524;18524
30B;35;47801;48000;16311;17777;15277;15277;18634;18634
30B;35;48001;48200;16421;17887;15387;15387;18744;18744
30B;35;48201;48400;16531;17997;15497;15497;18854;18854
30B;35;48401;48600;16641;18107;15607;15607;18964;18964
30B;35;48601;48800;16751;18217;15717;15717;19074;19074
30B;35;48801;49000;16861;18327;15827;15827;19184;19184
30B;35;49001;49200;16971;18437;15937;15937;19294;19294
30B;35;49201;49400;17081;18547;16047;16047;19404;19404
30B;35;49401;49600;17191;18657;16157;16157;19514;19514
30B;35;49601;49800;17301;18767;16267;16267;19624;19624
30B;35;49801;50000;17411;18877;16377;16377;19734;19734
30B;35;50001;50200;17527;18987;16493;16493;19844;19844
30B;35;50201;50400;17643;19097;16609;16609;19954;19954
30B;35;50401;50600;17759;19207;16725;16725;20064;20064
30B;35;50601;50800;17875;19317;16841;16841;20174;20174
30B;35;50801;51000;17991;19427;16957;16957;20284;20284
30B;35;51001;51200;18107;19537;17073;17073;20394;20394
30B;35;51201;51400;18223;19647;17189;17189;20504;20504
30B;35;51401;51600;18339;19757;17305;17305;20614;20614
30B;35;51601;51800;18455;19867;17421;17421;20724;20724
30B;35;51801;52000;18571;19977;17537;17537;20834;20834
30B;35;52001;52200;18687;20087;17653;17653;20944;20944
30B;35;52201;52400;18803;20197;17769;17769;21054;21054
30B;35;52401;52600;18919;20307;17885;17885;21164;21164
30B;35;52601;52800;19035;20417;18001;18001;21274;21274
30B;35;52801;53000;19151;20527;18117;18117;21384;21384
30B;35;53001;53200;19267;20637;18233;18233;21494;21494
30B;35;53201;53400;19392;20747;18349;18349;21612;21612
30B;35;53401;53600;19518;20857;18465;18465;21732;21732
30B;35;53601;53800;19644;20967;18581;18581;21852;21852
30B;35;53801;54000;19770;21077;18697;18697;21972;21972
30B;35;54001;54200;19896;21187;18813;18813;22092;22092
30B;35;54201;54400;20022;21297;18929;18929;22212;22212
30B;35;54401;54600;20148;21407;19045;19045;22332;22332
30B;35;54601;54800;20274;21517;19161;19161;22452;22452
30B;35;54801;55000;20400;21637;19287;19287;22572;22572
30B;35;55001;55200;20526;21757;19413;19413;22692;22692
30B;35;55201;55400;20652;21877;19539;19539;22812;22812
30B;35;55401;55600;20778;21997;19665;19665;22932;22932
30B;35;55601;55800;20904;22117;19791;19791;23052;23052
30B;35;55801;56000;21030;22237;19917;19917;23172;23172
30B;35;56001;56200;21156;22357;20043;20043;23292;23292
30B;35;56201;56400;21282;22477;20169;20169;23412;23412
30B;35;56401;56600;21408;22597;20295;20295;23532;23532
30B;35;56601;56800;21534;22717;20421;20421;23652;23652
30B;35;56801;57000;21660;22837;20547;20547;23772;23772
30B;35;57001;57200;21786;22957;20673;20673;23892;23892
30B;35;57201;57400;21912;23077;20799;20799;24012;24012
30B;35;57401;57600;22038;23197;20925;20925;24132;24132
30B;35;57601;57800;22164;23317;21051;21051;24252;24252
30B;35;57801;58000;22290;23437;21177;21177;24372;24372
30B;35;58001;58200;22416;23557;21303;21303;24492;24492
30B;35;58201;58400;22542;23677;21429;21429;24612;24612
30B;35;58401;58600;22668;23797;21555;21555;24732;24732
30B;35;58601;58800;22794;23917;21681;21681;24852;24852
30B;35;58801;59000;22920;24037;21807;21807;24972;24972
30B;35;59001;59200;23046;24157;21933;21933;25092;25092
30B;35;59201;59400;23172;24277;22059;22059;25212;25212
30B;35;59401;59600;23298;24397;22185;22185;25332;25332
30B;35;59601;59800;23424;24517;22311;22311;25452;25452
30B;35;59801;60000;23550;24637;22437;22437;25572;25572
30B;35;60001;60200;23676;24757;22563;22563;25692;25692
30B;35;60201;60400;23802;24877;22689;22689;25812;25812
30B;35;60401;60600;23928;24997;22815;22815;25932;25932
30B;35;60601;60800;24054;25117;22941;22941;26052;26052
30B;35;60801;61000;24180;25237;23067;23067;26172;26172
30B;35;61001;61200;24306;25357;23193;23193;26292;26292
30B;35;61201;61400;24432;25477;23319;23319;26412;26412
30B;35;61401;61600;24558;25597;23445;23445;26532;26532
30B;35;61601;61800;24684;25717;23571;23571;26652;26652
30B;35;61801;62000;24810;25837;23697;23697;26772;26772
30B;35;62001;62200;24936;25957;23823;23823;26892;26892
30B;35;62201;62400;25062;26077;23949;23949;27012;27012
30B;35;62401;62600;25188;26197;24075;24075;27132;27132
30B;35;62601;62800;25314;26317;24201;24201;27252;27252
30B;35;62801;63000;25440;26437;24327;24327;27372;27372
30B;35;63001;63200;25566;26557;24453;24453;27492;27492
30B;35;63201;63400;25692;26677;24579;24579;27612;27612
30B;35;63401;63600;25818;26797;24705;24705;27732;27732
30B;35;63601;63800;25944;26917;24831;24831;27852;27852
30B;35;63801;64000;26070;27037;24957;24957;27972;27972
30B;35;64001;64200;26196;27157;25083;25083;28092;28092
30B;35;64201;64400;26322;27277;25209;25209;28212;28212
30B;35;64401;64600;26448;27397;25335;25335;28332;28332
30B;35;64601;64800;26574;27517;25461;25461;28452;28452
30B;35;64801;65000;26700;27637;25587;25587;28572;28572
30B;35;65001;65200;26826;27757;25713;25713;28692;28692
30B;35;65201;65400;26952;27877;25839;25839;28812;28812
30B;35;65401;65600;27078;27997;25965;25965;28932;28932
30B;35;65601;65800;27204;28117;26091;26091;29052;29052
30B;35;65801;66000;27330;28237;26217;26217;29172;29172
30B;35;66001;66200;27456;28357;26343;26343;29292;29292
30B;35;66201;66400;27582;28477;26469;26469;29412;29412
30B;35;66401;66600;27708;28597;26595;26595;29532;29532
30B;35;66601;66800;27834;28717;26721;26721;29652;29652
30B;35;66801;67000;27960;28837;26847;26847;29772;29772
30B;35;67001;67200;28086;28957;26973;26973;29892;29892
30B;35;67201;67400;28212;29077;27099;27099;30012;30012
30B;35;67401;67600;28338;29197;27225;27225;30132;30132
30B;35;67601;67800;28464;29317;27351;27351;30252;30252
30B;35;67801;68000;28590;29437;27477;27477;30372;30372
30B;35;68001;68200;28716;29557;27603;27603;30492;30492
30B;35;68201;68400;28842;29677;27729;27729;30612;30612
30B;35;68401;68600;28968;29797;27855;27855;30732;30732
30B;35;68601;68800;29094;29917;27981;27981;30852;30852
30B;35;68801;69000;29220;30037;28107;28107;30972;30972
30B;35;69001;69200;29346;30157;28233;28233;31092;31092
30B;35;69201;69400;29472;30277;28359;28359;31212;31212
30B;35;69401;69600;29598;30397;28485;28485;31332;31332
30B;35;69601;69800;29724;30517;28611;28611;31452;31452
30B;35;69801;70000;29850;30637;28737;28737;31572;31572
30B;35;70001;70200;29976;30757;28863;28863;31692;31692
30B;35;70201;70400;30102;30877;28989;28989;31812;31812
30B;35;70401;70600;30228;30997;29115;29115;31932;31932
30B;35;70601;70800;30354;31117;29241;29241;32052;32052
30B;35;70801;71000;30480;31237;29367;29367;32172;32172
30B;35;71001;71200;30606;31357;29493;29493;32292;32292
30B;35;71201;71400;30732;31477;29619;29619;32412;32412
30B;35;71401;71600;30858;31597;29745;29745;32532;32532
30B;35;71601;71800;30984;31717;29871;29871;32652;32652
30B;35;71801;72000;31110;31837;29997;29997;32772;32772
30B;35;72001;72200;31236;31957;30123;30123;32892;32892
30B;35;72201;72400;31362;32077;30249;30249;33012;33012
